name,title_ca,title_es,title_en,complementary description,field_definition,openness_score,license_title,date_published,organization_parent_name_ca,organization_name_ca,package_count,frequency,geolocation,token_required,historical,api,total_views,recent_views,total_downloads_by_ip,total_downloads_absolute,total_api_access_by_api,total_api_access_absolute,tags_list,fuente,url_tornada_ca,url_tornada_es,url_tornada_en,notes_ca,notes_es,notes_en,url_busqueda_ca,url_busqueda_es,url_busqueda_en,qpj,prj,application/x-7z-compressed,qml,txt,7z,xml,bdf,qgz,zip,wms,kml,geojson,json,wmts,ics,tif,csv,kmz,xlsx,rdf-linked,sbx,dat,dbase,sbn,shp,rds,shx,html,cpg,rdf,xls,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
mapa-topografic-wmts,Mapa base topogràfic de la ciutat de Barcelona en format Web Map Tile Service (WMTS),Mapa base topográfico de la ciudad de Barcelona en formato Web Map Tile Service (WMTS),Topographical base map of the city of Barcelona in Web Map Tile Service format (WMTS),N,N,3,Creative Commons Attribution 4.0,2016-06-23,Territori,Urbanisme i infraestructures,56,IMMEDIATA,Yes_no_map_view,No,No,No,458,6,223,283,4,4, Geoservei Mapa Servei geogràfic Topogràfic,Ajuntament de Barcelona - Geoportal,http://www.bcn.cat/geoportal,http://www.bcn.cat/geoportal/es/presentacio.html,http://www.bcn.cat/geoportal/en/presentacio.html,"Servei WMTS que genera el mapa topogràfic de la ciutat de Barcelona, amb informació de vialitat, altimetria, mobiliari i altres elements topogràfics.","Servicio WMTS que genera el mapa topográfico de la ciudad de Barcelona, con información de vialidad, altimetría, mobiliario y otros elementos topográficos","WMTS service which generates the topographical map of the city of Barcelona, with information on the road network, altimetry, urban furniture and other topographical features.",https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=mapa-topografic-wmts,https://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=mapa-topografic-wmts,https://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=mapa-topografic-wmts,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
mapa-toponimia-millorada-wms,Mapa de toponímia millorada amb ubicació dinàmica dels textos de la ciutat de Barcelona (geoservei WMS),Mapa de toponimia mejorada con ubicación dinámica de los textos de la ciudad de Barcelona (geoservicio WMS),Map of improved toponymy with dynamic location of texts of the city of Barcelona (WMS geoservice),N,N,3,Creative Commons Attribution 4.0,2016-06-23,Territori,Urbanisme i infraestructures,56,IMMEDIATA,Yes_no_map_view,No,No,No,192,5,94,117,4,4, Geoservei Mapa Servei geogràfic Toponímia millorada,Ajuntament de Barcelona - Geoportal,http://www.bcn.cat/geoportal,http://www.bcn.cat/geoportal/es/presentacio.html,http://www.bcn.cat/geoportal/en/presentacio.html,Servei WMS que genera la cartografia de la Toponímia Millorada amb ubicació dinàmica dels textos que recobreix el territori del municipi de Barcelona,Servicio WMS que genera la cartografía de la Toponimia Mejorada con ubicación dinámica de los textos que recubre el territorio del municipio de Barcelona,WMS service that generates the cartography of the Improved Toponymy with dynamic location of texts that covers the territory of Barcelona's city council,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=mapa-toponimia-millorada-wms,https://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=mapa-toponimia-millorada-wms,https://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=mapa-toponimia-millorada-wms,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
mapa-toponimia-wms,Mapa de toponímia de la ciutat de Barcelona (geoservei WMS),Mapa de toponimia de la ciudad de Barcelona (geoservicio WMS),Map of toponymy of the city of Barcelona (WMS geoservice),N,N,3,Creative Commons Attribution 4.0,2016-06-23,Territori,Urbanisme i infraestructures,56,IMMEDIATA,Yes_no_map_view,No,No,No,295,10,115,132,4,4, Geoservei Mapa Servei geogràfic Toponímia,Ajuntament de Barcelona - Geoportal,http://www.bcn.cat/geoportal,http://www.bcn.cat/geoportal/es/presentacio.html,http://www.bcn.cat/geoportal/en/presentacio.html,Servei WMS que genera la cartografia de la Toponímia que recobreix el territori del municipi de Barcelona,Servicio WMS que genera la cartografía de la Toponimia que recubre el territorio del municipio de Barcelona,WMS service that generates the cartography of the Toponymy that covers the territory of Barcelona's city council,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=mapa-toponimia-wms,https://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=mapa-toponimia-wms,https://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=mapa-toponimia-wms,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
mapa-transports-i-relacionats-wms,Mapa de transports i serveis relacionats de la ciutat de Barcelona (geoservei WMS),Mapa de transportes y servicios relacionados de la ciudad de Barcelona (geoservicio WMS),Map of transports and related services of the city of Barcelona (WMS geoservice),N,N,3,Creative Commons Attribution 4.0,2016-06-23,Territori,Urbanisme i infraestructures,56,IMMEDIATA,Yes_no_map_view,No,No,No,515,11,241,303,4,4, Geoservei Mapa Servei geogràfic Transport,Ajuntament de Barcelona - Geoportal,http://www.bcn.cat/geoportal,http://www.bcn.cat/geoportal/es/presentacio.html,http://www.bcn.cat/geoportal/en/presentacio.html,      Servei WMS que genera la cartografia dels Transports i Serveis Relacionats que recobreix el territori del municipi de Barcelona   ,      Servicio WMS que genera la cartografía de los Transportes y Servicios Relacionados que recubre el territorio del municipio de Barcelona   ,      WMS service that generates the cartography of the Transports and Related Services that covers the territory of Barcelona's city council   ,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=mapa-transports-i-relacionats-wms,https://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=mapa-transports-i-relacionats-wms,https://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=mapa-transports-i-relacionats-wms,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
mapa-urbanistic,Mapa urbanístic de la ciutat de Barcelona (geoservei WMS),Mapa urbanístico de la ciudad de Barcelona (geoservicio WMS),Urban map of the city of Barcelona (geoservice WMS),N,N,3,Creative Commons Attribution 4.0,2011-02-17,Territori,Urbanisme i infraestructures,56,IMMEDIATA,Yes_no_map_view,No,No,No,583,19,241,334,4,4, Geoservei Mapa urbanístic Servei geogràfic Servei web,Ajuntament de Barcelona - Geoportal,http://www.bcn.cat/geoportal,http://www.bcn.cat/geoportal/es/presentacio.html,http://www.bcn.cat/geoportal/en/presentacio.html,"Servei WMS que genera el mapa urbanístic amb informació de zonificacions, qualificacions, àmbits de planejament urbanístic, gestió urbanística i catàleg de patrimoni arquitectònic protegit.","Servicio WMS que genera el mapa urbanístico con información de zonificaciones, calificaciones, ámbitos de planeamiento urbanístico, gestión urbanística y catálogo de patrimonio arquitectónico protegido.","WMS service, which generates the urban planning map with information on zoning, classifications, urban planning and urban management areas and protected architectural heritage catalogue",https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=mapa-urbanistic,https://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=mapa-urbanistic,https://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=mapa-urbanistic,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
mapa-usos-sol-wms,Mapa d'usos del sòl de la ciutat de Barcelona (geoservei WMS),Mapa de usos del suelo de la ciudad de Barcelona (geoservicio WMS),Map of ground uses of the city of Barcelona (WMS geoservice),N,N,3,Creative Commons Attribution 4.0,2016-06-23,Territori,Urbanisme i infraestructures,56,IMMEDIATA,Yes_no_map_view,No,No,No,1495,43,529,675,4,4, Geoservei Mapa Servei geogràfic Usos sòl,Ajuntament de Barcelona - Geoportal,http://www.bcn.cat/geoportal,http://www.bcn.cat/geoportal/es/presentacio.html,http://www.bcn.cat/geoportal/en/presentacio.html,Servei WMS que genera la cartografia dels Usos del Sol que recobreix el territori del municipi de Barcelona,Servicio WMS que genera la cartografía de los Usos del Suelo que recubre el territorio del municipio de Barcelona,WMS service that generates the cartography of the Ground Uses that covers the territory of Barcelona's city council,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=mapa-usos-sol-wms,https://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=mapa-usos-sol-wms,https://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=mapa-usos-sol-wms,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
mapa-vegetacio-wms,Mapa de vegetació de la ciutat de Barcelona (geoservei WMS),Mapa de vegetación de la ciudad de Barcelona (geoservicio WMS),Map of vegetation of the city of Barcelona (WMS geoservice),N,N,3,Creative Commons Attribution 4.0,2016-06-23,Territori,Urbanisme i infraestructures,56,IMMEDIATA,Yes_no_map_view,No,No,No,704,24,272,354,4,4, Geoservei Mapa Servei geogràfic Vegetació,Ajuntament de Barcelona - Geoportal,http://www.bcn.cat/geoportal,http://www.bcn.cat/geoportal/es/presentacio.html,http://www.bcn.cat/geoportal/en/presentacio.html,      Servei WMS que genera la cartografia de la Vegetació que recobreix el territori del municipi de Barcelona   ,      Servicio WMS que genera la cartografía de la Vegetación que recubre el territorio del municipio de Barcelona   ,      WMS service that generates the cartography of the Vegetation that covers the territory of Barcelona's city council   ,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=mapa-vegetacio-wms,https://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=mapa-vegetacio-wms,https://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=mapa-vegetacio-wms,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
mapa-xarxa-topografica-municipal-wms,Mapa de la xarxa topogràfica municipal de la ciutat de Barcelona (geoservei WMS),Mapa de la red topográfica municipal de la ciudad de Barcelona (geoservicio WMS),Map of the municipal topographical network of the city of Barcelona (WMS geoservice),N,N,3,Creative Commons Attribution 4.0,2016-06-23,Territori,Urbanisme i infraestructures,56,IMMEDIATA,Yes_no_map_view,No,No,No,600,14,212,245,4,4, Geoservei Mapa Servei geogràfic Xarxa topogràfica municipal,Ajuntament de Barcelona - Geoportal,http://www.bcn.cat/geoportal,http://www.bcn.cat/geoportal/es/presentacio.html,http://www.bcn.cat/geoportal/en/presentacio.html,      Servei WMS que genera la cartografia de la Xarxa Topogràfica que recobreix el territori del municipi de Barcelona   ,      Servicio WMS que genera la cartografía de la Red Topográfica que recubre el territorio del municipio de Barcelona   ,      WMS service that generates the cartography of the Topographical network that covers the territory of Barcelona's city council   ,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=mapa-xarxa-topografica-municipal-wms,https://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=mapa-xarxa-topografica-municipal-wms,https://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=mapa-xarxa-topografica-municipal-wms,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
mercats-fires-carrer,Mercats i fires al carrer de la ciutat de Barcelona,Mercados y ferias en la calle de la ciudad de Barcelona,Street markets and fairs in the city of Barcelona,N,S,3,Creative Commons Attribution 4.0,2016-06-10,Economia i empresa,Comerç,9,MENSUAL,Yes_with_map_view,No,No,No,924,15,472,558,67,147, Fires Mercats,Ajuntament de Barcelona,http://www.barcelona.cat/comerc,http://ajuntament.barcelona.cat/comerc/es/,http://ajuntament.barcelona.cat/comerc/en/,Mercats i fires al carrer de la ciutat de Barcelona. Les coordenades s'expressen en els sistemes de referència: ED50 i ETRS89 i en el sistema geogràfic (longitud i latitud).,Mercados y ferias en la calle de la ciudad de Barcelona. Las coordenadas se expresan en los sistemas de referencia: ED50 y ETRS89 y en el sistema geográfico (longitud y latitud).,Street markets and fairs in the city of Barcelona. The coordinates are measured with the ETRS89 and ED50 reference systems and with the geographic system (longitude and latitude).,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=mercats-fires-carrer,https://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=mercats-fires-carrer,https://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=mercats-fires-carrer,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
mercats-municipals,Mercats municipals de la ciutat de Barcelona,Mercados municipales de la ciudad de Barcelona,Municipal markets in the city of Barcelona,N,S,3,Creative Commons Attribution 4.0,2016-06-10,Economia i empresa,Comerç,9,MENSUAL,Yes_with_map_view,No,No,No,880,10,587,901,44,101, Mercats Mercats municipals,Ajuntament de Barcelona,http://www.barcelona.cat/comerc,http://ajuntament.barcelona.cat/comerc/es/,http://ajuntament.barcelona.cat/comerc/en/,Mercats municipals de la ciutat de Barcelona. Les coordenades s'expressen en els sistemes de referència: ED50 i ETRS89 i en el sistema geogràfic (longitud i latitud).,Mercados municipales de la ciudad de Barcelona. Las coordenadas se expresan en los sistemas de referencia: ED50 y ETRS89 y en el sistema geográfico (longitud y latitud).  ,Municipal markets in the city of Barcelona. The coordinates are measured with the ETRS89 and ED50 reference systems and with the geographic system (longitude and latitude).,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=mercats-municipals,https://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=mercats-municipals,https://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=mercats-municipals,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
mesures-estacions-meteorologiques,Mesures de les estacions meteorològiques de la ciutat de Barcelona,Medidas de las estaciones meteorológicas de la ciudad de Barcelona,Mesurements of the meteorological stations of the city of Barcelona,N,S,3,Creative Commons Attribution 4.0,2019-11-06,Ciutat i serveis,Medi ambient,22,MENSUAL,No,No,No,Yes,40,40,20,20,4,5, Clima Estacions Mesures Meteorologia,Servei Meteorològic de Catalunya,http://www.meteo.cat/observacions/llistat-xema,http://www.meteo.cat/observacions/llistat-xema,http://www.meteo.cat/observacions/llistat-xema,Detall de les mesures de les estacions meteorològiques de la ciutat de Barcelona. Cada estació mostra la informació captada pels sensors dels que disposa.,Detalle de las medidas de las estaciones meteorológicas de la ciudad de Barcelona. Cada estación muestra la información captada por los sensores de los que dispone.,Detail of the measurements of the meteorological stations of the city of Barcelona. Each station shows the information captured by its sensors.,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=mesures-estacions-meteorologiques,https://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=mesures-estacions-meteorologiques,https://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=mesures-estacions-meteorologiques,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
metadades-estacions-meteorologiques,Estacions meteorològiques de la ciutat de Barcelona,Estaciones meteorológicas de la ciudad de Barcelona,Meteorological stations of the city of Barcelona,N,S,3,Creative Commons Attribution 4.0,2019-10-30,Ciutat i serveis,Medi ambient,22,PETICIO_NEGOCI,Yes_with_map_view,No,No,No,68,68,7,8,3,4, Clima Estacions Meteorologia,Servei Meteorològic de Catalunya,https://www.meteo.cat/observacions/llistat-xema,https://www.meteo.cat/observacions/llistat-xema,https://www.meteo.cat/observacions/llistat-xema,"Les estacions meteorològiques de la ciutat de Barcelona estan incorporades dins la Xarxa d'Estacions Meteorològiques Automàtiques (XEMA), les quals proporcionen informació relativa a la identificació, ubicació i estat de la xarxa propietat del Servei Meteorològic de Catalunya.        Aquestes Estacions Meteorològiques Automàtiques (EMA) estan equipades amb sensors que aporten informació sobre diverses variables meteorològiques.","Las estaciones meteorológicas de la ciudad de Barcelona estan incorporadas dentro de la Xarxa de Estacions Meteorològiques Automàtiques (XEMA), las cuales proporcionan información relativa a la identificación, ubicación y estado de la red propiedad del Servei Meteorològic de Catalunya.        Estas Estacions Meteorològiques Automàtiques (EMA) estan equipadas con sensores que aportan información sobre diversas variables meteorológicas.","The meteorological stations of the city of Barcelona are incorporated into the Xarxa de Estacions Meteorològiques Automàtiques (XEMA), which provide information regarding the identification, location and status of the network owned by the Servei Meteorològic de Catalunya.      These Automatic Meteorological Stations (EMA) are equipped with sensors that provide information on various meteorological variables.  ",https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=metadades-estacions-meteorologiques,https://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=metadades-estacions-meteorologiques,https://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=metadades-estacions-meteorologiques,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
modificacions-credit-pressupost,Modificacions de crèdit dels pressupostos liquidats de la ciutat de Barcelona,Modificaciones de crédito de los presupuestos liquidados de la ciudad de Barcelona,Expenditures modifications of outturn budgets of the city of Barcelona,N,N,3,Creative Commons Attribution 4.0,2016-05-25,Administració,Sector públic,70,ANUAL,No,No,Yes,Yes,231,5,299,356,24,25, Any 2017 Any 2018 Modificacions crèdit Pressupost Liquidat,Direcció de Serveis Jurídics i Promoció,http://governobert.bcn.cat/estrategiaifinances/ca/pressupostos-anteriors-liquidats,http://governobert.bcn.cat/estrategiaifinances/es/node/1312,http://governobert.bcn.cat/estrategiaifinances/en/node/1312,Base de dades de les modificacions de crèdit dels pressupostos liquidats d’anys anteriors a l’exercici actual.,Base de datos de las modificaciones de crédito de los presupuestos liquidados de años anteriores al ejercicio actual.,Expenditures modifications budget database of outturn budgets of the years preceding the current financial year.,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=modificacions-credit-pressupost,https://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=modificacions-credit-pressupost,https://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=modificacions-credit-pressupost,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,N
modificacions-de-contractes,Modificacions de contractes adjudicats per l'Ajuntament de Barcelona,Modificaciones de contratos adjudicados por el Ayuntamiento de Barcelona,Modifications of contracts awarded by the Barcelona City Council,N,N,3,Creative Commons Attribution 4.0,2016-07-06,Administració,Contractació,7,ANUAL,No,No,Yes,Yes,265,8,1147,2405,50,50, Any 2012 Any 2013 Any 2014 Any 2015 Any 2016 Any 2017 Any 2018 Contractació pública Modificacions,Departament de Contractació Administrativa,http://ajuntament.barcelona.cat/transparencia/ca/gestio-economica-i-administrativa#contractacio,http://ajuntament.barcelona.cat/transparencia/es/gestion-economica-y-administrativa,http://ajuntament.barcelona.cat/transparencia/es/gestion-economica-y-administrativa,Modificacions de contractes adjudicats per l'Ajuntament de Barcelona,Modificaciones  de contratos adjudicados por el Ayuntamiento de Barcelona,Modifications of contracts awarded by the Barcelona City Council,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=modificacions-de-contractes,https://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=modificacions-de-contractes,https://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=modificacions-de-contractes,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,S,S,S,S,S,S,N
n-edif-hab-n-immo-edif,Nombre total d'edificis de la ciutat de Barcelona amb habitatges i nombre d'immobles a l'edifici,Numero total de edificios de la ciudad de Barcelona con viviendas y numero de inmuebles del edificio,Total number of buildings of the city of Barcelona with housings and number of properties in the building,N,N,3,Creative Commons Attribution 4.0,2014-11-10,Territori,Habitatge,74,DECENAL,No,No,Yes,Yes,661,16,442,547,10,10, Any 2011 Habitatge Nombre immobles,Cens de Població i Habitatges 2011. Instituto Nacional de Estadística. Institut d'Estadística de Catalunya,http://www.bcn.cat/estadistica/catala/dades/timm/censedif/a2011/edificis/index.htm,http://www.bcn.cat/estadistica/castella/dades/timm/censedif/a2011/edificis/index.htm,http://www.bcn.cat/estadistica/angles/dades/timm/censedif/a2011/edificis/index.htm,Nombre total d'edificis amb habitatges i nombre d'immobles a l'edifici. Dades del Cens d'Edificis 2011,Numero total de edificios con viviendas y numero de inmuebles del edificio. Datos del Censo de Edificios 2011,Total number of buildings with housings and number of properties in the building . Data from the 2011 Census of Buildings,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=n-edif-hab-n-immo-edif,https://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=n-edif-hab-n-immo-edif,https://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=n-edif-hab-n-immo-edif,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N
n-edif-hab-segons-any-construc,Nombre d'edificis de la ciutat de Barcelona destinats principalment a habitatges segons any de construcció,Numero de edificios de la ciudad de Barcelona destinados principalmente a vivienda según año de construcción,Number of buildings of the city of Barcelona destined mainly to housings according to year of construction,N,N,3,Creative Commons Attribution 4.0,2014-11-10,Territori,Habitatge,74,DECENAL,No,No,Yes,Yes,200,7,182,199,9,9, Any 2011 Any construcció Edificis,Cens de Població i Habitatges 2011. Instituto Nacional de Estadística. Institut d'Estadística de Catalunya,http://www.bcn.cat/estadistica/catala/dades/timm/censedif/a2011/princhabit/index.htm,http://www.bcn.cat/estadistica/castella/dades/timm/censedif/a2011/princhabit/index.htm,http://www.bcn.cat/estadistica/angles/dades/timm/censedif/a2011/princhabit/index.htm,Nombre d'edificis destinats principalment a habitatges segons any de construcció . Dades del Cens d'Edificis 2011,Numero de  edificios destinados principalmente a vivienda según año de construcción. Datos del Censo de Edificios 2011,Number of buildings destined mainly to housings according to year of construction . Data from the 2011 Census of Buildings,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=n-edif-hab-segons-any-construc,https://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=n-edif-hab-segons-any-construc,https://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=n-edif-hab-segons-any-construc,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N
n-edif-hab-segons-estat-cons-edifici,Nombre d'edificis de la ciutat de Barcelona destinats principalment a habitatges segons estat de conservació de l'edifici,Numero de edificios de la ciudad de Barcelona destinados principalmente a vivienda segun estado de conservación del edificio,Number of buildings of the city of Barcelona destined mainly to housings according to state  of conservation of the building,N,N,3,Creative Commons Attribution 4.0,2014-11-10,Territori,Habitatge,74,DECENAL,No,No,Yes,Yes,161,7,154,172,10,10, Any 2011 Conservació Conservació edifici Edificis Manteniment,Cens de Població i Habitatges 2011. Instituto Nacional de Estadística. Institut d'Estadística de Catalunya,http://www.bcn.cat/estadistica/catala/dades/timm/censedif/a2011/princhabit/index.htm,http://www.bcn.cat/estadistica/angles/dades/timm/censedif/a2011/princhabit/index.htm,http://www.bcn.cat/estadistica/castella/dades/timm/censedif/a2011/princhabit/index.htm,Nombre d'edificis destinats principalment a habitatges segons estat de conservació de l'edifici . Dades del Cens d'Edificis 2011,Numero de  edificios destinados principalmente a vivienda segun estado de conservación del edificio. Datos del Censo de Edificios 2011,Number of buildings destined mainly to housings according to state  of conservation of the building  . Data from the 2011 Census of Buildings,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=n-edif-hab-segons-estat-cons-edifici,https://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=n-edif-hab-segons-estat-cons-edifici,https://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=n-edif-hab-segons-estat-cons-edifici,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N
n-edif-hab-segons-instal,Nombre d'edificis de la ciutat de Barcelona destinats principalment a habitatges segons instal.lacions,Numero de edificios de la ciudad de Barcelona destinados principalmente a vivienda según instalaciones,Number of buildings of the city of Barcelona destined mainly to housings according to facilities,N,N,3,Creative Commons Attribution 4.0,2014-11-10,Territori,Habitatge,74,DECENAL,No,No,Yes,Yes,102,6,140,149,8,8, Any 2011 Edificis Instal-lacions,Cens de Població i Habitatges 2011. Instituto Nacional de Estadística. Institut d'Estadística de Catalunya,http://www.bcn.cat/estadistica/catala/dades/timm/censedif/a2011/princhabit/index.htm,http://www.bcn.cat/estadistica/castella/dades/timm/censedif/a2011/princhabit/index.htm,http://www.bcn.cat/estadistica/angles/dades/timm/censedif/a2011/princhabit/index.htm,Nombre d'edificis destinats principalment a habitatges segons instal.lacions . Dades del Cens d'Edificis 2011,Numero de  edificios destinados principalmente a vivienda según instalaciones. Datos del Censo de Edificios 2011,Number of buildings destined mainly to housings according to facilities  . Data from the 2011 Census of Buildings,https://opendata-ajuntament.barcelona.cat/data/ca/dataset?q=&name=n-edif-hab-segons-instal,https://opendata-ajuntament.barcelona.cat/data/es/dataset?q=&name=n-edif-hab-segons-instal,https://opendata-ajuntament.barcelona.cat/data/en/dataset?q=&name=n-edif-hab-segons-instal,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,S,N,N,N,N,N,N,N,N
